"","t-statistic","p-value","p-adj"
"235493_at",2.18020835513048,0.0312059899284175,0.0509452410956266
"222583_s_at",-2.1829109450873,0.0312390543611493,0.0509955853195582
"1552283_s_at",-2.18077002479071,0.0313237899343881,0.0511302659017383
"205741_s_at",2.17576992114166,0.031353655795957,0.0511753690631986
"224787_s_at",2.17918418321287,0.0313570779588139,0.0511773075244578
"243121_x_at",-2.17799779494537,0.0313818496975453,0.0512140874749095
"229243_at",-2.1788407066184,0.0314018748388782,0.0512431164542093
"229352_at",2.17616235621819,0.0314099672202386,0.0512526702226507
"1559067_a_at",-2.17678187264121,0.0314244905984997,0.0512690631270436
"230720_at",2.19069300376745,0.0314239497044769,0.0512690631270436
"217143_s_at",2.18504947206582,0.0314373353117553,0.0512863658839755
"207326_at",-2.17683268344761,0.0315447876047951,0.0514543316368224
"222145_at",-2.17506106700661,0.0315430074622348,0.0514543316368224
"227280_s_at",2.18000999084472,0.0315865905067402,0.0515188493359829
"240307_at",2.17309560239765,0.0316060784322234,0.0515469639203312
"214782_at",2.18833545742009,0.0316369298034795,0.0515936060445094
"205266_at",2.1837041209379,0.031640875369514,0.0515963665779977
"41660_at",2.17319317038165,0.0316583060442786,0.0516211151453875
"244267_at",2.17777804101065,0.0316610575464517,0.0516219264601967
"212290_at",-2.17772854578096,0.0316633296391737,0.0516219560596523
"242646_at",2.17689728859657,0.031691389389652,0.051664025282312
"222506_at",-2.1781037166911,0.0317379807123347,0.0517362969576228
"219793_at",-2.17297778645672,0.0317597124468352,0.0517680374471473
"226802_s_at",-2.174850997562,0.0317701596938803,0.0517813811179149
"200899_s_at",2.17396821065986,0.0317812073620599,0.051792015953697
"212322_at",2.18058124096425,0.0317811766484259,0.051792015953697
"221992_at",-2.17080945315213,0.0317933726820237,0.051808154716214
"242068_at",2.17070487675227,0.0318084661789021,0.051829062385842
"244457_at",2.17091790629304,0.0318197864285672,0.0518438193479032
"205427_at",2.17040400549087,0.0318759106858317,0.051931567963978
"221779_at",2.1772159250114,0.0319206377992006,0.0520007374290555
"230711_at",2.18697090613666,0.0319402767002026,0.0520290296774354
"233921_s_at",-2.16875244352657,0.0319430181354593,0.0520297947767886
"1557207_s_at",-2.17012255739726,0.0319519391392091,0.0520406245274717
"203525_s_at",2.16970780867243,0.0319745968563362,0.0520738243476263
"238326_at",-2.17143328193551,0.0319847887142298,0.0520867189933166
"243184_at",2.17384334850468,0.0320514624790862,0.0521915851516894
"205409_at",2.17218215125577,0.0320786474086482,0.0522321386037444
"205061_s_at",-2.16893734797455,0.0320870491871665,0.0522421047510965
"59375_at",-2.17333171321525,0.0320893412626074,0.0522421227564328
"228191_at",-2.16979075421463,0.0321398901442665,0.05232069827096
"238533_at",2.18739879380329,0.0321610443440182,0.0523514142580703
"228132_at",-2.17093917377834,0.0321839191784358,0.0523849265115283
"204526_s_at",2.17280393176863,0.0321952714067314,0.052399680289111
"208942_s_at",2.16871677743169,0.0322159172022625,0.0524295567173607
"213988_s_at",2.17044561722385,0.0322445283416036,0.0524723911189247
"205983_at",-2.17047133018188,0.0322689660960256,0.0525084284545133
"209696_at",2.18023295751528,0.0322856204405686,0.0525317963164494
"1565689_at",2.16924057587673,0.0322953221709289,0.0525438490929023
"204510_at",-2.16731390325258,0.03234192197559,0.0526159283283803
"33323_r_at",-2.16835697538336,0.032349537472491,0.0526245796386435
"221290_s_at",2.16933024627281,0.0323911837335131,0.0526885853017507
"227371_at",-2.17311933276433,0.0323948947822766,0.0526908795681046
"216207_x_at",2.16833270984276,0.0324069219357798,0.0527066988421506
"212000_at",-2.16726036776459,0.0324281912828351,0.052737546328962
"33307_at",-2.16887644915228,0.032575182562305,0.0529728348639926
"1558105_a_at",2.16636716800634,0.0326022767790835,0.0530131306404933
"222465_at",-2.16051596591172,0.032630479035182,0.0530552223017728
"219303_at",2.15983924581158,0.0326432003695411,0.0530721387139632
"224792_at",2.16513618537424,0.032646011254312,0.0530729412093631
"213301_x_at",-2.16988925309347,0.0326539368406774,0.0530820580212957
"210354_at",2.17458611808549,0.0326609711651548,0.0530897248116069
"204258_at",-2.16178711509395,0.0326892758346304,0.053131962560538
"211452_x_at",2.16382005223583,0.0326951492334097,0.0531368472271005
"212846_at",-2.16249582722255,0.0326969212754454,0.0531368472271005
"227400_at",2.16901470619592,0.0327076483750422,0.0531505087791678
"1553970_s_at",2.17064688394819,0.0327643719157883,0.0532389081225469
"221654_s_at",-2.15864873966666,0.0327798805797963,0.0532603295203656
"219732_at",-2.15843935229492,0.0328071833745767,0.0533009094720813
"230466_s_at",2.1585197645892,0.0328672945560311,0.0533947827505164
"210361_s_at",2.15703907940078,0.0328724867871143,0.0533994300932887
"203318_s_at",2.15702019406103,0.0328753420739401,0.0534002808169822
"223940_x_at",2.16446563997361,0.0329743265178835,0.0535572654591225
"200968_s_at",2.15800893288785,0.0330067421301569,0.0536056785865517
"211948_x_at",2.15582079069386,0.0330088147887237,0.0536056785865517
"200628_s_at",2.16303414435097,0.0330372334643708,0.0536480259525301
"224003_at",-2.15667597317987,0.0330477475447102,0.0536612947193546
"235561_at",2.16537037232661,0.0330670461196524,0.0536888244207003
"225977_at",2.1659862532559,0.0330805399297108,0.0537069260657947
"228251_at",-2.15580147298464,0.0330875130686289,0.0537144394535588
"210306_at",2.16150028787097,0.0331129665359366,0.0537481412170487
"218138_at",-2.15847543602058,0.0331114985658418,0.0537481412170487
"213425_at",2.16305953554509,0.0331293864533909,0.0537709827752825
"204643_s_at",2.15662913635687,0.0331324953750027,0.0537722180820356
"1553148_a_at",-2.15736705145064,0.0331878037454195,0.0538581640460103
"1552628_a_at",2.15282234424168,0.033262747159826,0.0539759599122499
"227751_at",2.16022348378655,0.033330605445883,0.0540822427578504
"202601_s_at",-2.15417930442715,0.0333386328660014,0.0540914358550601
"219513_s_at",-2.16959837132824,0.0333599721212766,0.0541222243744137
"218384_at",-2.15991372228497,0.0333636505103384,0.0541243580987591
"203310_at",-2.1532259802994,0.0333895097904977,0.0541624720399298
"228006_at",2.15196141464906,0.0334548569079382,0.0542646308613675
"206092_x_at",-2.15199251366854,0.0334692674831728,0.0542841606945051
"211763_s_at",2.15187659022834,0.0334779813507418,0.0542934282830317
"230360_at",2.15263844551515,0.0334797226407569,0.0542934282830317
"209138_x_at",2.15156996626724,0.0335007043544581,0.0543236074646102
"1557459_at",2.1547802460233,0.0335070938379316,0.0543301217819574
"200050_at",-2.15193295338858,0.0335108816495822,0.0543310210066938
"244219_at",2.15668460252949,0.0335123928638852,0.0543310210066938
"221556_at",-2.15006186522913,0.0335451238289303,0.0543763869384947
"224281_s_at",2.15199361834333,0.0335450756281669,0.0543763869384947
"243249_at",2.14879763917416,0.0335757785827619,0.0544222262477704
"201251_at",2.15633041764054,0.0336144835200891,0.0544811065077207
"218051_s_at",2.14719003167245,0.0336232127270214,0.054491398322033
"223230_at",-2.15291692523462,0.0336326157434299,0.0545027806107532
"203566_s_at",-2.14982915077291,0.033711656876605,0.0546270042058075
"236381_s_at",-2.14852241903629,0.0337338867770575,0.054659158744602
"211639_x_at",2.15299519246624,0.0337545362609519,0.0546887481596336
"216392_s_at",-2.15004367762222,0.0337657027318937,0.0546991009809422
"225934_at",-2.15401844610301,0.0337655062321055,0.0546991009809422
"204633_s_at",-2.15610910885327,0.0337838731648826,0.0547246656125119
"238787_at",-2.1521100454006,0.033789080883918,0.0547292305151608
"229672_at",2.15038048901817,0.0337989674801036,0.0547413727598341
"243016_at",-2.15376031212322,0.0338213289015926,0.0547737162942423
"206134_at",-2.15062763101937,0.033855711820879,0.0548216464814474
"209303_at",-2.14568775576231,0.0338539679206584,0.0548216464814474
"214146_s_at",2.14981162295755,0.0338641487714486,0.0548283401924702
"228538_at",2.14539637563841,0.0338646334699682,0.0548283401924702
"230152_at",-2.14602768527237,0.0338862817832107,0.0548595116760355
"223118_s_at",2.14683660075967,0.0338984048672215,0.0548752591655339
"229794_at",2.14480404742644,0.0339155912601311,0.0548992004120985
"230269_at",-2.14785872832308,0.0339255768048745,0.0549114830785895
"204876_at",-2.14507790293728,0.0339432495305794,0.0549362054977641
"207624_s_at",-2.14466164737137,0.0339686098657189,0.0549733657260147
"202757_at",-2.15235518588623,0.03398138113822,0.0549901485344911
"242201_at",-2.14720086304569,0.0340407939809007,0.0550824010558547
"218797_s_at",-2.14969101632387,0.0340860351307115,0.0551517105332876
"220198_s_at",2.14452704021753,0.0342040048670089,0.0553308605360295
"228214_at",-2.14612562234183,0.0342028261335086,0.0553308605360295
"228567_at",-2.14435612158393,0.034203452284775,0.0553308605360295
"201660_at",-2.14117931271574,0.0342361766325783,0.0553786347559667
"223055_s_at",-2.14796614585544,0.034238373494498,0.0553786347559667
"225597_at",-2.14582298309982,0.0342425740031181,0.0553815177172103
"1552319_a_at",2.15212805349429,0.0342641308126672,0.0554124691429542
"222519_s_at",-2.14586423507312,0.0343008323945756,0.0554679068229163
"236210_at",-2.13959317434158,0.0343436707251351,0.0555332597160244
"243074_at",-2.14031513604436,0.0343766751877075,0.0555827032703187
"203487_s_at",2.13951988952931,0.0343946641302888,0.0556078633754062
"216401_x_at",2.14229064730498,0.0343998145727818,0.0556122646403912
"223894_s_at",2.1408590088753,0.0344124218446384,0.0556287194740086
"218193_s_at",2.14236770550381,0.0344320427551667,0.0556565089435798
"211548_s_at",2.14341820035576,0.0344413145321448,0.0556675671651173
"219915_s_at",2.14748440374946,0.0344719999495895,0.0557132322945062
"202594_at",2.13987670061975,0.0344880243696536,0.0557351977235518
"217940_s_at",2.14077336438363,0.0345026873677947,0.0557549600497143
"209433_s_at",-2.14470999024781,0.0345056132087275,0.0557557541498156
"218724_s_at",2.140808344215,0.0345157965255845,0.0557682742734012
"225310_at",-2.13999987384743,0.0345846529724311,0.0558755859923526
"239050_s_at",2.13854900394126,0.0346028605995731,0.0559010592023716
"1555875_at",2.14851480065156,0.0346479843676351,0.0559684832110237
"202946_s_at",-2.13992343980509,0.0346494836243769,0.0559684832110237
"219260_s_at",-2.13468082799105,0.0346552398108524,0.0559738333841997
"220631_at",-2.14023031517562,0.0346707354446823,0.055994912480753
"241694_at",-2.13432458512134,0.0346945270689613,0.056029386085208
"213523_at",-2.14363756713389,0.0347172474268431,0.0560581724349258
"235947_at",-2.14004766784529,0.0347158412266244,0.0560581724349258
"1554960_at",-2.13367094752005,0.0347428455046684,0.0560955509759196
"214176_s_at",2.13993440581989,0.0347488510762916,0.0561012925560628
"219155_at",2.13809088089643,0.0347851366135598,0.0561559162515232
"225164_s_at",2.13305040134047,0.0347908842841197,0.0561612364504647
"214055_x_at",2.13439453024886,0.0348196693759043,0.0562037414698947
"202634_at",-2.13745026257974,0.0348331822478208,0.056217628991744
"225232_at",-2.13496016035028,0.0348311505560822,0.056217628991744
"226190_at",-2.13685237900812,0.0348453054647748,0.0562332321772645
"238831_at",-2.14108215704448,0.0348972141328767,0.0563130342623318
"238638_at",2.1334647873657,0.0349113300176623,0.0563318438350374
"214902_x_at",2.13580572252854,0.0349996399892588,0.0564703596107076
"241617_x_at",-2.13161862313222,0.0350222641319818,0.0565028821791194
"234495_at",-2.1326914791253,0.0350517284667419,0.0565464349562435
"230333_at",2.13322957684454,0.0350546943717931,0.056547236596505
"224848_at",-2.12973280498009,0.0351082141826333,0.056629581620174
"215504_x_at",2.1304533601489,0.0351224160140468,0.056648499575332
"231864_at",-2.13199548113485,0.0351458182576991,0.0566822530495093
"201545_s_at",-2.13544319494588,0.035154345217638,0.0566920129925055
"214764_at",-2.12955138601729,0.0352255136783143,0.0568027839030087
"1552648_a_at",-2.13694275104439,0.0352881354716537,0.0568997582869111
"1562062_at",2.13159223733764,0.0353140396954717,0.0569375185600413
"228930_at",-2.13506706072508,0.0353266376688267,0.0569538210987708
"235107_at",-2.12922359282971,0.0353345477119334,0.0569625639646941
"226363_at",2.12700319773681,0.0353654068538913,0.0570082990691633
"238417_at",2.12835922396644,0.0353929045243886,0.057048609495536
"212479_s_at",-2.13095179381834,0.0354213287369273,0.0570904076046338
"1554588_a_at",-2.12751810314183,0.0354301314800609,0.0571005771084255
"1552627_a_at",-2.12965770424483,0.0354649178017612,0.0571526183798013
"228550_at",-2.12825904047688,0.0355182659773037,0.0572345631237731
"225326_at",-2.12498004299284,0.0355322867473029,0.0572531281394032
"230085_at",2.12762819942685,0.0355459519853906,0.0572711177151882
"213007_at",-2.13065433534618,0.0355621174216672,0.0572931327594572
"217866_at",2.1276920689466,0.0355874432622146,0.0573299017397834
"227925_at",2.12837698623637,0.0355999215342705,0.0573459701012377
"202554_s_at",2.12287961082636,0.0356343922686299,0.0573974601679746
"229220_x_at",-2.1284771624651,0.0356710614605494,0.0574524838699692
"227124_at",2.12466542885942,0.0357053544875002,0.0575036730066252
"1557081_at",2.1307962117741,0.0357613171341159,0.0575897515344295
"227230_s_at",-2.12371330656538,0.035792086031714,0.0576352489899701
"229318_at",-2.12623718987836,0.0358093546367594,0.0576549489803656
"242482_at",2.12790970163319,0.0358080079336099,0.0576549489803656
"230489_at",-2.12233550884583,0.0358741651316469,0.0577552371720869
"209397_at",-2.11994147503048,0.0358868790076635,0.0577716447538144
"216942_s_at",-2.12394669403829,0.0359133222809746,0.0578101504217853
"220941_s_at",2.12456245448822,0.0359463623512073,0.0578592688825427
"227212_s_at",-2.13136002254716,0.0359681494923059,0.0578902689966467
"212092_at",2.13277414208482,0.0360332468663936,0.0579909671127125
"205316_at",-2.13068334004187,0.0360701032071903,0.0580462038894238
"215611_at",2.13025690357202,0.0360768473761822,0.0580529779706809
"214265_at",-2.12065776556174,0.0361023739184541,0.0580899725905827
"239381_at",2.13162409031803,0.0361117996324832,0.0581010570412899
"1560047_s_at",-2.12015586227679,0.0361287081690904,0.0581241783644758
"1560013_at",-2.120836738261,0.0361483788294872,0.0581517398561316
"217975_at",2.1167849686816,0.0361608167143699,0.0581676629589277
"202022_at",-2.11930630385371,0.0362522946285048,0.0583107173169918
"202779_s_at",-2.12270215816346,0.0362665585417317,0.0583295639242473
"208952_s_at",-2.12346404363328,0.0363531784015052,0.0584647738873445
"229903_x_at",-2.1164812151214,0.0363571649969965,0.0584670797588969
"1556763_at",-2.11598406800968,0.0364065008398953,0.0585423077115862
"211704_s_at",-2.1160529704493,0.0364210695353619,0.0585616228284466
"1557765_at",-2.11321346311556,0.0364680591104075,0.0586330612710189
"1554921_a_at",2.13064503317623,0.0365302861288269,0.058728986607365
"223198_x_at",2.11518708351019,0.0366009743602836,0.0588385004403436
"227471_at",2.11843115189532,0.0366268300796811,0.0588759327144116
"201634_s_at",-2.11799287641887,0.0366448793514281,0.0589008121121312
"202855_s_at",2.1183197711935,0.0366801505996468,0.0589533676620148
"202511_s_at",-2.11208160408084,0.0366950669678724,0.0589732031973322
"211122_s_at",2.11710825033382,0.0367315757531529,0.0590277350178543
"227153_at",-2.12307520468725,0.0367462390043834,0.0590471558210478
"221943_x_at",-2.11328251088183,0.0367521697358994,0.0590525426870565
"211929_at",2.11100029110221,0.0367591232429399,0.0590595720542303
"203972_s_at",-2.11528476616762,0.036788083509871,0.0591019554311571
"209431_s_at",-2.11401507430283,0.0368005927539103,0.0591179052986468
"223190_s_at",2.10989732819678,0.036838508128133,0.0591746634632228
"221788_at",-2.11264724834139,0.0368473581069701,0.059184728432845
"218595_s_at",-2.11139335547351,0.0368825025116483,0.0592370234939888
"208810_at",2.10943787942836,0.036889573236742,0.0592442252185052
"204669_s_at",2.11383574423205,0.0369222794889106,0.0592925934044678
"242480_at",2.10905129910679,0.0369405715257263,0.0593178089920571
"224595_at",-2.11406474881354,0.0369575449591675,0.0593399708281257
"229261_at",2.10905937799214,0.0369595548121736,0.0593399708281257
"205290_s_at",-2.11031158974999,0.0370656151029585,0.059506083184008
"239851_at",-2.10732741437937,0.0371157037343916,0.0595823202235068
"233952_s_at",2.11200270960856,0.0371370736264276,0.0596124472432066
"205851_at",-2.11470273319337,0.0371469664335663,0.05962414830948
"214241_at",2.11876183303799,0.0371586936115519,0.0596387918560178
"201607_at",-2.1056086433749,0.037256198051652,0.0597910941053175
"1555785_a_at",2.11603824583578,0.0373373128691518,0.0599170737557583
"236166_at",2.11044039945969,0.0373665158481831,0.0599597360380396
"213172_at",2.11203986126116,0.0373879238975953,0.0599898851777095
"203143_s_at",2.1055638924907,0.0374844343245491,0.0601321005347866
"224935_at",-2.11175084974863,0.0374811142053845,0.0601321005347866
"244801_at",2.10724256531682,0.0374830064687784,0.0601321005347866
"202787_s_at",-2.1117865591028,0.0374904327419809,0.0601375109321745
"211081_s_at",2.10600558369089,0.0375759148164037,0.0602690570487671
"212218_s_at",-2.10601659151281,0.0375777031243241,0.0602690570487671
"228066_at",-2.10554874084488,0.0376088258419248,0.0603105264149001
"232731_x_at",-2.10583851942764,0.0376087265992536,0.0603105264149001
"210530_s_at",-2.10348766270956,0.0376511347141019,0.0603741467728822
"238571_at",-2.10402860055946,0.0376870976901135,0.0604275831977506
"228216_at",2.10648375801366,0.0377022087376251,0.0604475804492705
"216412_x_at",2.10855006993951,0.0377070683628729,0.0604511400472406
"202412_s_at",-2.10399205537353,0.0377655443875279,0.0605406497590503
"213625_at",2.10033064583294,0.0378094096527145,0.0606067265730767
"212138_at",-2.10156455018783,0.0378441153093338,0.0606581127391471
"205603_s_at",-2.09823689691233,0.0378875943126481,0.060723553012077
"1566303_s_at",-2.10249421463516,0.0379018351157722,0.0607421264891562
"235500_at",-2.10293907190719,0.0379058352665681,0.0607442866715791
"219149_x_at",-2.10194100764328,0.0379385362399437,0.0607924365426034
"228999_at",2.10168981347422,0.0380239622313366,0.0609250599541278
"235050_at",2.1079740742434,0.0380341413214936,0.060937106588749
"221060_s_at",2.09961631084653,0.0380411456073551,0.0609440653221358
"240231_at",2.10469671555806,0.038084815742934,0.061009759737037
"205937_at",-2.09539980490046,0.0381009238653829,0.0610312952363174
"203965_at",2.11105068223839,0.0381144967861939,0.0610487670392474
"205376_at",2.09949792287135,0.0381241434521054,0.0610599480757741
"204447_at",-2.0994349221674,0.0381433919245257,0.0610849255091185
"218443_s_at",-2.0975585814804,0.0381450729001184,0.0610849255091185
"209902_at",-2.09753110429785,0.0381547577360886,0.0610961627930949
"236778_at",2.10308824003406,0.0382046861031137,0.0611718348587537
"216940_x_at",-2.1021985000865,0.0382086982444129,0.0611739822364061
"206859_s_at",2.11930576521434,0.0382361592992448,0.0612136695393964
"230361_at",-2.10390217773022,0.0382689603530118,0.0612618996970035
"219577_s_at",-2.10095793856227,0.0382910009192194,0.0612928986617894
"228997_at",-2.09477477587591,0.0383486553020616,0.061380896805026
"220777_at",-2.09483908888926,0.038355850862153,0.0613881238501671
"223452_s_at",2.10325275014616,0.0383666881285877,0.0614011779895914
"238677_at",-2.10028046108971,0.0383770128973698,0.0614134101724749
"239166_at",2.09819913673248,0.0383898631319961,0.0614296817796483
"1563646_a_at",-2.09206183268522,0.0384705558649476,0.0615502019542364
"213076_at",2.09586919262394,0.0384700007682229,0.0615502019542364
"220953_s_at",-2.0922821153421,0.0384807044383141,0.0615621384290799
"225991_at",-2.09706035116461,0.0385125964170169,0.0616088563064147
"206098_at",-2.09206869849057,0.0385170782721895,0.0616117225637629
"214463_x_at",-2.09787961421296,0.038522293810571,0.0616157619347376
"211433_x_at",2.09519098828551,0.0385380050899597,0.0616365873306807
"223293_at",-2.09504792942527,0.0385885314848295,0.0617130882338559
"224891_at",2.09664385600537,0.0386962515525808,0.0618810396110011
"227448_at",2.09280970787484,0.0387057108971965,0.061891845051909
"229238_at",-2.09042180132918,0.0387102896086785,0.0618948452183443
"243651_at",-2.09127504226617,0.0388253692517552,0.0620745153209738
"232521_at",-2.09139588278615,0.0388738522448491,0.0621476921655577
"221269_s_at",-2.08666731104832,0.0389155307053441,0.0622099811366298
"1557828_a_at",-2.08647499323212,0.038963345484518,0.0622820701864821
"1559731_x_at",-2.09028385086693,0.0389797087384619,0.0623037513203441
"208848_at",2.08661737171016,0.0389823497542039,0.0623037513203441
"1554321_a_at",-2.08976963252461,0.0390671294248141,0.0624348939513305
"222441_x_at",-2.0948601646198,0.0390722460971467,0.0624387142312972
"225766_s_at",-2.09118725810871,0.0391132892158631,0.0624989849312698
"225869_s_at",2.09163815032808,0.0391154193775847,0.0624989849312698
"231958_at",-2.08599096690662,0.0391616766910141,0.0625685302584092
"239314_at",-2.08908069263519,0.0391733081472778,0.0625817609653326
"39549_at",-2.08584279369276,0.0391754227376315,0.0625817609653326
"223532_at",-2.09180462742214,0.0391891500375831,0.0625993237069861
"214703_s_at",2.0885203528682,0.0392031945837345,0.0626173907211989
"225598_at",-2.08802765850546,0.0392273773170071,0.0626516473285505
"204470_at",-2.08772688049356,0.0392414341739857,0.0626697278353528
"225630_at",-2.09016049315092,0.0392627730895369,0.0626994346722677
"243442_x_at",2.08732085832389,0.0392986724702494,0.0627523876166857
"233473_x_at",2.08716224511081,0.0393583726748318,0.0628433358457664
"219874_at",2.0874216223321,0.0393677547884988,0.0628539343270121
"213921_at",2.10260024434992,0.0393713182307526,0.0628552419795711
"205827_at",2.0956430277539,0.0393968165613371,0.0628915654634629
"219056_at",-2.08087915234021,0.0394340208699224,0.0629465695556059
"211373_s_at",2.08731305022354,0.0394628323494138,0.0629881698584309
"215235_at",2.08647660348968,0.0394689456506388,0.0629935374380892
"1556839_s_at",2.09057529647335,0.0395227645048671,0.0630706434960264
"214519_s_at",-2.07979462326125,0.0395206923916368,0.0630706434960264
"204120_s_at",-2.08748198835118,0.0395568770679415,0.0631196198603201
"219159_s_at",2.08602503609661,0.0395589670992898,0.0631196198603201
"212926_at",-2.08475675031212,0.03956930400867,0.0631317150616907
"202609_at",-2.08559619714405,0.0395865045609482,0.0631547585650179
"222127_s_at",-2.0839299191113,0.0395928549565201,0.0631604901489992
"200994_at",-2.0822230440746,0.0396059443083554,0.063176970503849
"205007_s_at",-2.08526563449655,0.0396147918498593,0.0631865008806562
"212715_s_at",-2.08679653046774,0.0396174366959011,0.0631865008806562
"1559881_s_at",2.08397860816367,0.0396322423485913,0.0632057131473983
"1553704_x_at",2.08276257235061,0.039645036508365,0.0632217150223565
"207196_s_at",2.08268532368328,0.039675390249488,0.0632657148843572
"1566442_at",-2.07959680881044,0.0397487334306818,0.0633782540909848
"236310_at",-2.0777866160097,0.0397536515321149,0.0633816833303187
"225705_at",-2.08311885621083,0.0397668061234085,0.0633967955152173
"226123_at",-2.08178269700369,0.0397686661645691,0.0633967955152173
"239014_at",2.08351224054766,0.0397884486646132,0.0634239170215503
"225871_at",2.07926504399989,0.039831689789772,0.0634884258650669
"215946_x_at",2.07949786512615,0.0398662896770245,0.0635391532688165
"208778_s_at",-2.07809040497519,0.0398733441309552,0.0635459745759702
"203589_s_at",-2.08415895427777,0.0398839411991833,0.0635584403899871
"221215_s_at",-2.08484070820777,0.0398871717448399,0.0635591661081241
"204908_s_at",-2.0762662114022,0.0398961168915824,0.0635689971593092
"229134_at",-2.07762278362185,0.0399032827323638,0.0635759919596054
"237136_at",-2.07953080239313,0.0399171561952388,0.063593671976875
"229949_at",-2.07621069791929,0.0399252115114035,0.0636020810492922
"225064_at",2.07534359700187,0.0399499328905041,0.0636370366526092
"230926_s_at",-2.07438131375733,0.0399873323684147,0.0636921811832396
"230516_at",2.08542736852964,0.0400370377789263,0.0637669176808588
"1557293_at",-2.08304081375298,0.04004215773128,0.0637706375439473
"201925_s_at",-2.07637359933129,0.0401095345513248,0.0638734995013901
"223016_x_at",-2.07743381296709,0.0401278507072334,0.0638982246226633
"213179_at",-2.08199251141265,0.0401592749062274,0.0639393724836515
"240172_at",2.07519773316514,0.0401591508366413,0.0639393724836515
"221513_s_at",-2.08238087245987,0.0401653063809594,0.063944530240728
"213312_at",-2.07260451953112,0.0401683840863648,0.0639449851066945
"225035_x_at",2.07886207548293,0.0402421405670622,0.0640534954067291
"237189_at",2.07457553638022,0.040240191633179,0.0640534954067291
"219596_at",-2.07177573144523,0.0402546562695747,0.0640689640404496
"214677_x_at",2.07402656636558,0.0402729061376016,0.0640935563386485
"225377_at",-2.08019838613792,0.040346901721964,0.0642068572914217
"216365_x_at",2.07484199887182,0.0404582284597204,0.0643795460580127
"233303_at",2.07393689814883,0.0404691483291544,0.0643924485329043
"201177_s_at",-2.07289276352878,0.0405024898741948,0.0644410229655216
"242443_at",2.07781223957346,0.0405077474955673,0.0644449111483035
"1562031_at",2.07343969253985,0.0405246328260214,0.064467296354405
"1559023_a_at",-2.07102370169184,0.0406567255431693,0.0646729396523966
"225534_at",-2.06826286210583,0.040736291409701,0.0647950053584542
"204664_at",2.08278737730361,0.0407526445476041,0.0648165151440123
"242612_at",2.07903231522906,0.0408074224112369,0.0648991316911713
"210732_s_at",-2.07156486736773,0.0408325294939815,0.0649319893715461
"238543_x_at",-2.0697628460965,0.0408337529109015,0.0649319893715461
"218250_s_at",-2.06954882728892,0.0408577551248991,0.0649656460445407
"208947_s_at",-2.07336426740542,0.0408756993657377,0.0649896662668164
"206918_s_at",2.07401700626313,0.0408890916279233,0.0650064463108654
"224480_s_at",-2.07234950109205,0.0409090517453664,0.0650336650325624
"211528_x_at",2.06693726126036,0.0409395379760135,0.065073095861242
"224673_at",2.07604058190323,0.0409371983736798,0.065073095861242
"210431_at",-2.0699616971925,0.0409456603444504,0.0650783108167209
"218280_x_at",2.07446054203538,0.0409674649228007,0.0651084483468812
"1569020_at",-2.06840992459238,0.0409724368649515,0.0651118319121554
"1552546_a_at",2.08535580711442,0.0410072347185768,0.0651490494422561
"1567213_at",-2.06555371438834,0.0410058163516462,0.0651490494422561
"214202_at",-2.06440116941058,0.0410023810795197,0.0651490494422561
"224819_at",2.06428958736263,0.0409992331467386,0.0651490494422561
"244044_at",-2.06969894063862,0.0410276563804437,0.0651769726074289
"244383_at",2.06554797206813,0.0410608779321367,0.0652252245304291
"222487_s_at",-2.06938203936569,0.0410703061869576,0.0652356767182113
"219826_at",2.06345020654089,0.0410989716372724,0.0652766815123751
"206558_at",-2.06616193882921,0.0411130205788665,0.0652944671186311
"230073_at",-2.06968598892164,0.0411208024734279,0.0653022978122951
"227304_at",-2.06529126607347,0.0411558070235083,0.0653533556305492
"207350_s_at",2.06613332773572,0.0411719482833043,0.065374454487834
"216568_x_at",-2.0722007200225,0.041179813751434,0.0653824107001103
"231146_at",-2.06582430434089,0.0412327436895467,0.0654619110440655
"212493_s_at",-2.06444166482993,0.0412371099560682,0.0654643050754718
"217894_at",-2.06667736902433,0.0413019887101124,0.0655627562675149
"222788_s_at",-2.06210392846008,0.0413108097548851,0.0655722140007023
"227172_at",-2.06391512376826,0.0413564735899394,0.0656401465440321
"1556732_at",2.06913723205368,0.0413601796877897,0.0656414798274165
"230183_at",2.06602041439688,0.0413957065358068,0.0656933111689012
"223170_at",-2.06279196345527,0.0414244956402484,0.0657344435424797
"212406_s_at",2.06275522129663,0.0414314427981673,0.0657409127342681
"201237_at",2.06132477650129,0.0414813794242121,0.0658155893974873
"227930_at",2.06135252702653,0.0414997755405121,0.065840216071235
"226031_at",-2.06176662467368,0.0415390063904209,0.065897891761433
"214881_s_at",2.06513931535556,0.0415541347977799,0.0659173257565835
"202672_s_at",2.06083416574639,0.0416276923660779,0.0660294368211291
"216246_at",-2.06264543412916,0.0416368511434201,0.0660393907020603
"209770_at",2.05984805232544,0.041641127991686,0.0660406316239122
"225221_at",-2.06134486593647,0.0416434005113976,0.0660406316239122
"237534_at",-2.06340221238462,0.0416803971881636,0.0660947266357759
"224929_at",2.05718244181776,0.041690460077306,0.0661061068367861
"235466_s_at",-2.05739043889551,0.0417097418581606,0.066132102303735
"212602_at",2.06046807570283,0.0417608670925613,0.0662085794698138
"207360_s_at",2.06891269664854,0.0417937313051094,0.066251510802943
