"","t-statistic","p-value","p-adj"
"226425_at",16.0738827013349,1.08402779616828e-27,6.50531371036002e-26
"230130_at",14.2183189496631,1.08502372499565e-27,6.50531371036002e-26
"229225_at",15.4631936839954,1.1191494966829e-27,6.6923971077098e-26
"205941_s_at",15.9579796207163,1.27826304738617e-27,7.6239735870535e-26
"209199_s_at",14.1006854425049,1.29503901479805e-27,7.68400998858024e-26
"225045_at",15.9528336832822,1.29482266923191e-27,7.68400998858024e-26
"221011_s_at",14.1994490598287,1.35740522769841e-27,8.03019322854901e-26
"226705_at",15.03003600545,1.36039600605904e-27,8.03019322854901e-26
"204438_at",14.2549361507056,1.56976378815387e-27,9.24223651416149e-26
"222719_s_at",15.7630123351896,1.58068048350284e-27,9.28264746504245e-26
"227761_at",15.3225862880093,1.61299635803433e-27,9.4481983601177e-26
"202087_s_at",14.8339497543043,1.6266088040083e-27,9.48505463186907e-26
"224791_at",14.1276472894362,1.62757126591475e-27,9.48505463186907e-26
"225163_at",14.2554019138051,1.75244662704508e-27,1.01868743906633e-25
"218162_at",14.5389160369357,1.76908590906065e-27,1.0257563183599e-25
"222651_s_at",14.0876741505454,1.84722606633014e-27,1.06835905548382e-25
"209156_s_at",14.3487956115092,2.33841094640616e-27,1.34903339812444e-25
"218651_s_at",14.1638742042796,2.43121610079422e-27,1.39904880292689e-25
"213422_s_at",15.1649504226929,2.49359211538059e-27,1.43134687264566e-25
"209747_at",15.7062040508358,2.73564291471401e-27,1.56636074189237e-25
"204069_at",14.7722949666306,2.78065813553196e-27,1.58816491965308e-25
"203140_at",14.6105355681526,2.79105425178862e-27,1.59013720220683e-25
"218871_x_at",14.1233663088335,3.1502590412669e-27,1.79033207995374e-25
"231766_s_at",14.0676617880001,3.21129466166559e-27,1.82050202069621e-25
"222288_at",13.8542435531403,3.42058632135988e-27,1.93436267945939e-25
"213010_at",14.1222030321755,3.87442964029062e-27,2.18561729191074e-25
"201811_x_at",13.707832405872,4.11431518693633e-27,2.31080401953343e-25
"219561_at",14.6574619823547,4.11652639378963e-27,2.31080401953343e-25
"1552309_a_at",14.913439733336,4.17086350218465e-27,2.33558158412066e-25
"222146_s_at",13.7916712016901,4.3667047718758e-27,2.43928388756759e-25
"209732_at",14.1819694649027,4.39528915806752e-27,2.44927755686668e-25
"204122_at",13.9242645770376,4.67772942816771e-27,2.60034070614867e-25
"219315_s_at",14.4691852574576,5.36682741201218e-27,2.97618518685992e-25
"209447_at",13.8716176259343,5.46658059852911e-27,3.02418104947131e-25
"203085_s_at",14.2644802872849,6.26436631031518e-27,3.44886494243145e-25
"226997_at",14.2592251038311,6.25913276008842e-27,3.44886494243145e-25
"227623_at",15.309118350653,6.28977724759039e-27,3.45455079859863e-25
"204030_s_at",15.2604605316691,7.61215663735243e-27,4.17084266663356e-25
"200795_at",13.9763301896518,8.03589691777065e-27,4.38205112161193e-25
"211675_s_at",13.8148985888464,8.01966511324339e-27,4.38205112161193e-25
"207691_x_at",13.7387308702525,8.90806507805752e-27,4.84611435826013e-25
"217838_s_at",14.0432842884883,9.16702104235493e-27,4.97517258135201e-25
"210510_s_at",14.4491278646735,9.47942925128406e-27,5.12045679580563e-25
"215049_x_at",14.2205390482155,9.46347486732769e-27,5.12045679580563e-25
"201810_s_at",13.6653113206001,1.0331290006506e-26,5.56747141221191e-25
"44702_at",14.3136798007714,1.05352569361392e-26,5.66406078892951e-25
"204436_at",14.4776813227418,1.11467114342852e-26,5.97876187305466e-25
"204894_s_at",14.2203380042144,1.14026719127342e-26,6.10176156115304e-25
"202803_s_at",13.8969053267656,1.18914052670109e-26,6.33369429838027e-25
"209183_s_at",13.9317923354792,1.1874227714665e-26,6.33369429838027e-25
"228141_at",13.5461372700817,1.24826397473281e-26,6.63317629079013e-25
"204959_at",13.9930871563899,1.27877917049944e-26,6.77960169952514e-25
"212956_at",13.6028761459542,1.36555289481389e-26,7.22292331406989e-25
"202132_at",15.0149878540249,1.41594415195179e-26,7.47220481846817e-25
"224794_s_at",15.3166431464542,1.43692825918824e-26,7.56550986670997e-25
"203477_at",13.4776227209976,1.61002827377662e-26,8.45744898034541e-25
"220088_at",14.0910411776597,1.65980029413732e-26,8.69894877268354e-25
"202808_at",13.9960588440707,1.66689860833862e-26,8.71620521159345e-25
"218223_s_at",14.7232310116155,1.95022800982143e-26,1.01745038972529e-24
"201787_at",14.6625355970538,1.95494167502353e-26,1.01759157234236e-24
"218574_s_at",14.8505190103928,1.99775722111624e-26,1.03752003707994e-24
"203645_s_at",13.8991741542416,2.06603011245186e-26,1.06823191950592e-24
"209474_s_at",13.712615767011,2.06622163184353e-26,1.06823191950592e-24
"57715_at",13.9097176966308,2.10883310077537e-26,1.08780640781663e-24
"1555705_a_at",15.8076536032321,2.1543514424599e-26,1.10878901318335e-24
"209496_at",14.4507973449141,2.18627741597624e-26,1.1226975708095e-24
"229942_at",15.5889117808945,2.46278828049256e-26,1.26186219212799e-24
"205786_s_at",15.2189657747334,2.47599240937968e-26,1.26579585160765e-24
"200859_x_at",14.694572155414,2.50269751886021e-26,1.27659869208141e-24
"231879_at",13.8307165821636,2.73322178689007e-26,1.39108841300318e-24
"216598_s_at",13.8261826111323,2.97702174929071e-26,1.51181217569856e-24
"203504_s_at",13.3497276800573,3.36592371756716e-26,1.70176050559471e-24
"228532_at",14.9087949048352,3.36591466721134e-26,1.70176050559471e-24
"213746_s_at",14.7052994858262,3.45611197641914e-26,1.74350952854466e-24
"209526_s_at",14.317276308391,3.65782453613233e-26,1.84121220551733e-24
"223343_at",13.4010265330777,3.70920294754201e-26,1.86297971727094e-24
"202952_s_at",16.1721089305287,3.76889578065212e-26,1.88881881978721e-24
"232113_at",15.4718241256615,4.16858320390507e-26,2.0845646532541e-24
"219773_at",16.2362338759711,4.35636669834125e-26,2.17372258152744e-24
"214752_x_at",14.7693623383197,4.4360331228849e-26,2.20866231768332e-24
"230218_at",14.5060989815789,4.60046627233461e-26,2.28556353655704e-24
"214543_x_at",13.9148830884959,4.82266917261895e-26,2.39077039091973e-24
"236179_at",13.5848373998971,4.90692676463522e-26,2.42728604083025e-24
"206796_at",15.3200863815301,4.95377894122391e-26,2.44172986644427e-24
"238617_at",14.8991034449841,4.95744831636287e-26,2.44172986644427e-24
"212414_s_at",13.4897860708642,5.12781915204414e-26,2.52022407809586e-24
"211709_s_at",14.2241038529162,5.23759565180422e-26,2.56866495103366e-24
"203167_at",14.1319104543911,5.299602983823e-26,2.59352152005338e-24
"204114_at",13.4163757013657,5.32534793971791e-26,2.60056383503964e-24
"204232_at",13.7459249240083,5.60821307854354e-26,2.73287030080601e-24
"214212_x_at",14.5412387428352,5.82947243289052e-26,2.82865269344262e-24
"228082_at",15.413533998484,5.82656255942995e-26,2.82865269344262e-24
"221942_s_at",13.7322443280882,5.88467486147646e-26,2.84940186791534e-24
"200757_s_at",13.3286854438958,5.90259348772727e-26,2.85204849471345e-24
"205529_s_at",14.8049656826066,6.51142772056558e-26,3.13960482282344e-24
"201348_at",13.8295541577213,6.97294073324763e-26,3.3550685212935e-24
"204140_at",13.2306341415268,7.14966993550539e-26,3.43289078685283e-24
"212746_s_at",13.9894943438498,7.2116402760397e-26,3.45540161594429e-24
"212509_s_at",13.1897614270599,7.50286594830773e-26,3.5874350483109e-24
"37892_at",14.2463466664386,8.60165339498046e-26,4.10424307719245e-24
"201667_at",13.2319906980945,8.73273616167358e-26,4.15812591082765e-24
"228372_at",14.2125778607422,1.02437812585613e-25,4.86749631047364e-24
"203381_s_at",14.365435733245,1.0272752476651e-25,4.87115631413536e-24
"202729_s_at",13.1995886798878,1.0354376834063e-25,4.89971678988731e-24
"219410_at",13.2786679272074,1.04263752383906e-25,4.92361385741982e-24
"227236_at",13.9003385291518,1.09636599745588e-25,5.16668116043868e-24
"244741_s_at",15.2325554740369,1.10175996151486e-25,5.1814390962166e-24
"203886_s_at",14.5810537037721,1.12342059451887e-25,5.26169772520768e-24
"205003_at",13.2516671337955,1.12266952313468e-25,5.26169772520768e-24
"221747_at",14.5146002092731,1.13182975638807e-25,5.29026467562366e-24
"204749_at",16.0092104535933,1.15659703239428e-25,5.39501870324364e-24
"216693_x_at",14.1531573177044,1.22842005752125e-25,5.71839523931083e-24
"200907_s_at",14.7951271869144,1.25419153087569e-25,5.82652102061784e-24
"208982_at",13.566941366792,1.28417479132922e-25,5.95373587971927e-24
"214247_s_at",13.1235134253961,1.30569027284494e-25,6.04125743817527e-24
"231411_at",14.3814289025154,1.36537245159463e-25,6.30466235057899e-24
"212822_at",14.7136041473218,1.39049203667271e-25,6.40773422855435e-24
"228843_at",13.6204120679829,1.41204579460637e-25,6.49399293852805e-24
"219213_at",14.3971768095137,1.50813423602256e-25,6.9155831717958e-24
"231842_at",16.0454903134279,1.50975487311614e-25,6.9155831717958e-24
"214449_s_at",13.4722903452219,1.58138078012674e-25,7.22921437270316e-24
"213423_x_at",14.0389478965992,1.6691823676379e-25,7.61539517251213e-24
"217525_at",15.2230008445839,1.72066209347014e-25,7.83465684428362e-24
"227131_at",13.3830052951753,1.73985056993113e-25,7.90630904824062e-24
"218196_at",13.0192079347411,1.94782905317655e-25,8.82994601725798e-24
"227705_at",14.564529751101,1.95081547602172e-25,8.82994601725798e-24
"213340_s_at",14.0757373308972,2.01855480254096e-25,9.1185326711234e-24
"229459_at",15.9183038662099,2.03214159727226e-25,9.16183838628477e-24
"200897_s_at",14.3247256123489,2.18753236859964e-25,9.84303611749265e-24
"224396_s_at",14.5844931051872,2.22631996396777e-25,9.99792277152038e-24
"204099_at",14.3921511425686,2.27399458836755e-25,1.01920348448889e-23
"230741_at",15.1187654309735,2.38152188867874e-25,1.06531241828924e-23
"204451_at",14.6764123673248,2.40360482069261e-25,1.07309476039616e-23
"205407_at",14.8919910490488,2.41768611291061e-25,1.07728142108933e-23
"208981_at",13.628159817017,2.44866655201093e-25,1.08896718525643e-23
"204955_at",13.9640114915999,2.55731905992596e-25,1.13508291530008e-23
"45297_at",14.6916450460099,2.88605972209504e-25,1.27851887456756e-23
"205303_at",13.7305764436912,2.89617095458815e-25,1.28052130063576e-23
"206101_at",15.6277515133836,2.94183047925515e-25,1.29820314964125e-23
"211555_s_at",14.0789933934022,2.97559513810723e-25,1.31057798938596e-23
"209949_at",13.6144870338567,3.05709522606291e-25,1.34388967298501e-23
"226743_at",13.0958459656941,3.10651240593757e-25,1.36299719603809e-23
"227961_at",13.3786306847289,3.20764956397427e-25,1.40468064940158e-23
"221698_s_at",14.1194969728309,3.46216383378667e-25,1.51324309704611e-23
"204929_s_at",14.0468840459479,3.63361486194734e-25,1.58515583206057e-23
"219243_at",13.1800852871421,3.68796774199656e-25,1.60580846378227e-23
"216950_s_at",14.2902928224833,3.72379319375196e-25,1.61833084471539e-23
"225604_s_at",12.9131107981667,3.82657343625075e-25,1.65984870095551e-23
"209197_at",14.3456173829192,3.84566470324172e-25,1.66497653494036e-23
"200839_s_at",13.3258988420997,3.85338793953227e-25,1.66517252790769e-23
"212143_s_at",13.129257757361,3.89970937394146e-25,1.68201589060982e-23
"210095_s_at",13.0458812676365,4.06642171985695e-25,1.75062512499781e-23
"204527_at",14.3800144059365,4.21262603707713e-25,1.81016461777069e-23
"204940_at",14.3303077337801,4.32722746440646e-25,1.85592679058617e-23
"210973_s_at",14.5034587872737,4.42335917063515e-25,1.89361112308518e-23
"228850_s_at",14.2581467793082,4.86127336776371e-25,2.07719671533381e-23
"230925_at",13.6918766458394,5.01173822705765e-25,2.13750168741716e-23
"204556_s_at",13.9800366073707,5.14000183828266e-25,2.18813126583992e-23
"220622_at",-13.0028026468274,5.42851318985829e-25,2.30666489030286e-23
"203887_s_at",13.8452311232085,5.74329711044024e-25,2.43590247630394e-23
"204082_at",13.2827544888451,5.95402437685224e-25,2.52061035680309e-23
"211945_s_at",13.8513401140144,6.13380346787574e-25,2.59192805949738e-23
"209081_s_at",13.5369261103347,6.38267150053856e-25,2.69212385592697e-23
"217757_at",12.9304687643111,7.13325463154569e-25,3.00317887548329e-23
"201743_at",13.4390227957237,7.29413918295152e-25,3.06527834325025e-23
"242100_at",14.921289337058,7.69347416368185e-25,3.22717287126017e-23
"209901_x_at",13.0974829559897,7.73008600376608e-25,3.23660255473957e-23
"205802_at",14.9713734718204,7.98128343436589e-25,3.33568128644675e-23
"222235_s_at",13.2790902344461,8.13253290777421e-25,3.39270311815579e-23
"206363_at",13.0119834783233,8.34030278646808e-25,3.47305372215415e-23
"213943_at",13.5201340397646,8.96503189588792e-25,3.72642696028169e-23
"203238_s_at",13.2712799954254,9.1196362778673e-25,3.78382300130425e-23
"229067_at",12.7476659844436,9.27163121727791e-25,3.83993073723899e-23
"210764_s_at",13.72798097764,9.98556826861934e-25,4.12814927899257e-23
"220979_s_at",15.9469688806896,1.0916317127878e-24,4.50480020143766e-23
"200982_s_at",12.7279139202279,1.12125439816011e-24,4.61872112968723e-23
"1568955_at",13.7943544127878,1.16957701565836e-24,4.8091243069342e-23
"203305_at",13.7238020499097,1.17370904102631e-24,4.81746562125905e-23
"203874_s_at",12.8515096598968,1.23259935033604e-24,5.05012932392598e-23
"226905_at",13.3347312554446,1.27726981003365e-24,5.22380543914299e-23
"204115_at",13.0281663432085,1.29495394401469e-24,5.2866898716165e-23
"225825_at",14.0709757345474,1.42999999728974e-24,5.82763166155284e-23
"205206_at",13.0073321415869,1.49504500049832e-24,6.08188554998454e-23
"204472_at",12.8918944026576,1.49991814749081e-24,6.09089101630885e-23
"201061_s_at",12.6612447489625,1.52915376103669e-24,6.19862098920768e-23
"209708_at",13.8420845966538,1.55199450081522e-24,6.28009364879345e-23
"215051_x_at",13.2476825961988,1.58332421496405e-24,6.39556869406024e-23
"223380_s_at",13.265568309394,1.60137002196012e-24,6.45707352340714e-23
"209687_at",13.229500136827,1.60786945681328e-24,6.4718864972574e-23
"204938_s_at",14.4600392070506,1.67292201779802e-24,6.71885548710552e-23
"226436_at",13.2113619261521,1.67509343017825e-24,6.71885548710552e-23
"204320_at",13.9219628642268,1.68476027765142e-24,6.7458154963375e-23
"202663_at",13.2936677586636,1.71630810575065e-24,6.86014040942534e-23
"213652_at",13.0408419535696,1.74953958193042e-24,6.98078485103701e-23
"218217_at",12.8012545746087,1.75973660725275e-24,7.00926043754953e-23
"227395_at",12.775829802605,1.77604923712736e-24,7.06195411075138e-23
"212091_s_at",13.863094277063,1.82859525841145e-24,7.25828721029419e-23
"218775_s_at",13.0279284711649,1.86482175468063e-24,7.38927554454162e-23
"215489_x_at",13.1860537505325,2.2489594578722e-24,8.89601355157981e-23
"213274_s_at",13.2206145166796,2.358139381812e-24,9.311804527869e-23
"217966_s_at",13.5588587976096,2.37100610666502e-24,9.34649791066248e-23
"212992_at",12.8144629913612,2.61174593566256e-24,1.02778036365085e-22
"201163_s_at",12.566002333368,2.62517865493072e-24,1.03129445512656e-22
"227276_at",12.6501123466856,2.66022635417828e-24,1.04327335941344e-22
"219607_s_at",12.6609108788805,2.71250887182875e-24,1.06195881523921e-22
"203868_s_at",13.1463647291273,2.79448180093344e-24,1.09218458509861e-22
"213241_at",12.9936637758782,2.99865865469303e-24,1.16998772007555e-22
"227530_at",13.3855029291296,3.04671401019791e-24,1.18671583291773e-22
"65718_at",13.8735564757261,3.18554512200948e-24,1.23868488844454e-22
"225602_at",12.5793955941093,3.21055665729969e-24,1.24629456139212e-22
"217890_s_at",13.1021932120799,3.29508470001534e-24,1.27694289144588e-22
"204647_at",13.0096735273778,3.5150029037433e-24,1.35986674838569e-22
"235051_at",13.4871463379883,3.66975778149945e-24,1.41734338060172e-22
"201387_s_at",13.2819376536131,3.77546196829407e-24,1.45571389663029e-22
"226682_at",12.5073475743566,3.79883271364123e-24,1.46226328807605e-22
"225800_at",12.8650191868104,3.81743246869018e-24,1.46695731259079e-22
"222020_s_at",14.8021236841497,3.91950327697546e-24,1.50365801595593e-22
"226069_at",15.5440420211624,3.99456813647869e-24,1.52989287675203e-22
"219386_s_at",13.700430753742,4.01951333555557e-24,1.53687669322586e-22
"1554018_at",14.6599353712975,4.13262268501548e-24,1.57749095591516e-22
"201289_at",13.0147902800118,4.44206531440416e-24,1.69073059798807e-22
"224218_s_at",13.0049197928455,4.4440458454736e-24,1.69073059798807e-22
"207124_s_at",12.6904884233184,4.69419323097887e-24,1.78293710728208e-22
"206481_s_at",13.3223901259488,4.77422019844594e-24,1.81033054975178e-22
"227995_at",13.0047663324578,4.89037225527926e-24,1.85130902087043e-22
"203416_at",12.6897023928062,5.06848889084308e-24,1.91557097470262e-22
"202878_s_at",12.9318789254616,5.18998871128407e-24,1.9582588378013e-22
"228837_at",13.6189381229773,5.28861097107151e-24,1.99218843865873e-22
"215440_s_at",12.9618184698064,5.2986629009513e-24,1.99269747816893e-22
"218224_at",12.4794105846286,5.77580698335239e-24,2.16857880884787e-22
"1554474_a_at",13.3176231605704,5.82534793616943e-24,2.18359973456773e-22
"209834_at",12.772345408233,6.18024688329967e-24,2.31284631320608e-22
"202957_at",12.4780206130835,6.45359492352307e-24,2.41120203154076e-22
"204000_at",12.6826020848087,6.51854899642726e-24,2.43150370790185e-22
"209228_x_at",13.7586141136732,6.73229239032628e-24,2.50714947342509e-22
"201720_s_at",12.6285443611325,7.05405048478764e-24,2.62270971190083e-22
"212398_at",12.9428038318675,7.24709954832398e-24,2.69011865405614e-22
"201272_at",12.5294050063997,7.44479738287007e-24,2.75903227281348e-22
"218638_s_at",12.5283933665113,8.45669803009307e-24,3.12897827113443e-22
"205559_s_at",12.5955272914623,9.39005122548638e-24,3.46871521318249e-22
"201040_at",12.9738819221702,9.91255174599478e-24,3.65583208757679e-22
"204682_at",13.81206878977,1.00292797494704e-23,3.69293559649712e-22
"205801_s_at",13.5057690763955,1.00496441297995e-23,3.6944943740738e-22
"227313_at",12.6164943873425,1.01841476215492e-23,3.73794123359521e-22
"224823_at",12.8958232673943,1.02239913888995e-23,3.74656119647946e-22
"213095_x_at",12.799243953591,1.04877721418736e-23,3.83708379177845e-22
"208396_s_at",14.4854583624262,1.09291879449522e-23,3.99220401121597e-22
"1554966_a_at",12.9363338163186,1.11009811841995e-23,4.04849955512296e-22
"203835_at",13.1459739292244,1.11967597225043e-23,4.07693780484129e-22
